label,tweet
1,"w e d n e s d a y "" "" s "" "" m o o d "" "" s w a g "" "" f o r r r r r r e a a a a a l l l l l l l "" "" n i c e "" "" m i"
1,"r t "" "" z i m b a b a r a z a m b w e "" "" s r h "" "" p l a y o f f s "" "" c h a n c e s "" "" a f t e r "" "" t h i s "" "" m a t c h "" "" s r h "" "" i s "" "" t o t a l l y "" "" c u r s e d "" "" n o w "" "" f o r "" "" s a c k i n g "" "" w a r n e r "" "" c h a n g e "" "" y o u r "" "" s l o g a n "" "" f r o m "" "" o r a n g"
1,"w h i c h "" "" i n d i a n "" "" y o u n g "" "" b o w l e r "" "" h a s "" "" i m p r e s s e d "" "" y o u "" "" t h e "" "" m o s t "" "" i n "" "" t h i s "" "" s e a s o n "" "" s r h v m i "" "" k k r h a i t a i y a a r "" "" k k r v r c b "" "" o r a n g e a r m y"
0,"r c b t w e e t s "" "" s a d "" "" t h a t "" "" i p l "" "" i s "" "" s u s p e n d e d "" "" b u t "" "" a s "" "" r c b "" "" f a n "" "" i t s "" "" r e a l l y "" "" d i s a p p o i n t i n g "" "" b u t "" "" a n y w a y "" "" b a n g a l u r u f c "" "" u p c o m i n g "" "" m"
0,"r t "" "" r a m z e e y "" "" s a "" "" n i "" "" m u f a r e "" "" z w a v h u d i "" "" v i d e o "" "" i s "" "" c o m i n g "" "" o u t "" "" s o o n "" "" r r"
0,"i m r a i n a "" "" m i s s "" "" u "" "" m r "" "" i p l "" "" c s k "" "" 3 0 0 0"
0,"r t "" "" c s k f a n s o f f i c i a l "" "" i p l "" "" 2 0 2 1 "" "" h a s "" "" b e e n "" "" s u s p e n d e d "" "" i n d e f i n i t e l y "" "" c s k "" "" i p l 2 0 2 1 "" "" c h e n n a i s u p e r k i n g s"
1,"j e r o m e j e n s o n j "" "" t a m i l t e c h o f f i c i "" "" i p l 2 0 2 1 "" "" s u p e r "" "" v i d e o "" "" a n d "" "" s u b s c r i b e "" "" p a n n u g a "" "" s t a r a i k e l u n g a l"
0,"t h e "" "" b c c i "" "" h a s "" "" i n d e f i n i t e l y "" "" s u s p e n d e d "" "" i p l 2 0 2 1 "" "" k k r "" "" a m p "" "" s r h "" "" k k r "" "" s r h"
1,"r r "" "" i n t h a "" "" s e a s o n "" "" t h a p i c h a "" "" p o t h u m "" "" d a "" "" s a a m i"
1,"d a v i d w a r n e r 3 1 "" "" g t "" "" g t "" "" g t "" "" s u n r i s e r s "" "" a l l "" "" p l a y e r s "" "" o r a n g e a r m y "" "" s r h"
0,"w h i c h "" "" t e a m s "" "" p e r f o r m a n c e "" "" w a s "" "" t h e "" "" b e s t "" "" a c c o r d i n g "" "" t o "" "" y o u "" "" c o m m e n t "" "" i p l c a n c e l "" "" i p l 2 0 2 1"
1,"a m y "" "" a n d r e w s "" "" c u r t i s "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" t h e "" "" l i s t i n g "" "" a t "" "" v "" "" l "" "" b u s h a "" "" h i g h w a y "" "" m a r y s v i l l e "" "" m i "" "" r e a l e s t a t e"
1,"r t "" "" m y g e n i e n e t w o r k "" "" w h y "" "" m a c h i n e s "" "" n e e d "" "" t o "" "" d r e a m "" "" b y "" "" d a m n r e b e l b i t c h "" "" o z m "" "" m e d i u m "" "" l e a r n "" "" m o r e "" "" a i "" "" i o t "" "" b i g d a t a "" "" m"
1,"p i c k "" "" t h a t "" "" o n e "" "" i p l "" "" m a t c h "" "" i p l "" "" b c c i "" "" c s k "" "" m i "" "" r c b "" "" s r h "" "" p b k s "" "" d c "" "" r r "" "" k k r "" "" i p l "" "" i p l 2 0 2 1 "" "" c r i c t r a c k e r"
1,"h o w "" "" i s "" "" m y "" "" t e a m "" "" g u y s "" "" r c b"
1,"r t "" "" f o r a m k i t w e e t "" "" f o c u s "" "" m o r e "" "" o n "" "" c h a n g i n g "" "" y o u r "" "" m i d d l e "" "" o r d e r "" "" r a t h e r "" "" t h a n "" "" c h a n g i n g "" "" t h e "" "" o n l y "" "" o n e "" "" p l a y e r "" "" d a v i d w a r n e r 3 1 "" "" w h o "" "" g a v e "" "" h i s "" "" h e a r t "" "" a n d "" "" b"
0,"r t "" "" s h a h n w a r m a "" "" w a i t i n g "" "" f o r "" "" i p l "" "" t o "" "" r e s u m e "" "" b e "" "" l i k e "" "" i p l 2 0 2 1 "" "" i p l c o v i d b r e a c h "" "" s r h "" "" b r i n g b a c k w a r n e r "" "" n o w a r n e r n o s r h"
1,"r t "" "" a n j a l i "" "" v k "" "" 1 8 "" "" k k r v s r c b "" "" w h a t "" "" a "" "" p e r f o r m a n c e "" "" r c b "" "" r c b"
1,"r t "" "" d h o n i r a i n a "" "" t e a m "" "" c s k "" "" b a t t i n g "" "" f i r s t "" "" a g a i n s t "" "" m i "" "" b c c i "" "" i p l "" "" m i v c s k "" "" w h i s t l e p o d u"
0,"d o e s "" "" t h i s "" "" s u s p e n s i o n "" "" r e a l l y "" "" m a t t e r s "" "" t o "" "" c s k "" "" a n d "" "" r r "" "" t e a m s "" "" f o r "" "" t h e m "" "" i t "" "" j u s t "" "" a "" "" t h r o w b a c k "" "" t o "" "" t h o s e "" "" d a y s "" "" i p l s u s p e n d e d "" "" i p l c a n c e l "" "" i p l"
1,"p r a y i n g "" "" f o r "" "" k l "" "" r a h u l "" "" s "" "" h e a l t h "" "" a n d "" "" s p e e d y "" "" r e c o v e r y "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1"
0,"4 "" "" s r h "" "" a n d "" "" y e h h a i n a y i d i l l i "" "" m a s t e r "" "" t h a l a p a t h y v i j a y "" "" t h a l a p a t h y 6 5 "" "" a c t o r v j i a y "" "" i p l 2 0 2 1 "" "" i p l c a n c e l "" "" e n d i n g "" "" t h e "" "" t"
1,"r t "" "" c r i c b u z z "" "" w i t h "" "" s o "" "" m a n y "" "" a b o v e t h e n o i s e "" "" p e r f o r m a n c e s "" "" b y "" "" o v e r s e a s "" "" p l a y e r s "" "" 7 p o l l y 7 "" "" p i c k e d "" "" h i s "" "" f a v o r i t e "" "" w h i c h "" "" o v e r s e a s "" "" p l a y e r "" "" p e r f o r m a n"
1,"r t "" "" l i n c p e n s i n d i a "" "" l i n c p e n s "" "" a m p "" "" p e n t o n i c "" "" d r i v e n b y d e s i g n "" "" a r e "" "" p r o u d "" "" t o "" "" b e "" "" a s s o c i a t e d "" "" w i t h "" "" k k r i d e r s "" "" a n s w e r "" "" t h e "" "" q u e s t i o n s "" "" c o r r e c t l y "" "" w i t h "" "" o u r"
1,"f i n n a l l y "" "" w e "" "" r e a c h e d "" "" 2 0 0 "" "" f o l l o w e r s "" "" n o w "" "" t h a n k "" "" y o u "" "" e v e r y o n e "" "" v i r a t i a n s "" "" f o l l o w "" "" v i r a t a r m y k a "" "" i m v k o h l i"
0,"r t "" "" t r e n d s d h o n i "" "" c o n f i r m e d "" "" i p l "" "" m a t c h "" "" b e t w e e n "" "" t h e "" "" c h e n n a i "" "" s u p e r "" "" k i n g s "" "" a n d "" "" t h e "" "" r a j a s t h a n "" "" r o y a l s "" "" o n "" "" 5 t h "" "" m a y "" "" h a s "" "" b e e n "" "" r e s c h e d u l e d "" "" c s k "" "" i p l"
1,"c h e c k "" "" o u t "" "" t o d a y "" "" b i g s t o r y "" "" t o "" "" k n o w "" "" m o r e "" "" a b o u t "" "" t h i s "" "" i p l "" "" b i o "" "" b u b b l e "" "" f a i l "" "" i p l"
1,"r t "" "" j u g a a d e a l s "" "" v e n t i l a t o r "" "" i s "" "" a v a i l a b l e "" "" o n "" "" r e n t "" "" c o n t a c t "" "" h a r s h a l "" "" 9 5 2 9 2 0 3 4 6 1 "" "" v e n t i l a t o r "" "" b e d s "" "" a r e n t "" "" a v a i l a b l e "" "" c u r r e n t l y "" "" s o "" "" t h i s "" "" c o m p a n y"
1,"b h a r a t h "" "" c "" "" i m r o 4 5 "" "" f o r "" "" a "" "" s e c o n d "" "" i "" "" t h o u g h t "" "" h e "" "" w a s "" "" s a y i n g "" "" a b o u t "" "" s r h"
1,"i m s r k s z i n d a g i "" "" m i p a l t a n "" "" j o i n "" "" m i "" "" f a n d o m"
1,"r u t u "" "" a n d "" "" f a f "" "" b e i n g "" "" b e s t i e s "" "" e x a c t l y "" "" w h a t "" "" w e "" "" l o v e "" "" t o "" "" s e e "" "" c s k"
0,"a f t e r "" "" c o m i n g "" "" i n "" "" p o w e r "" "" m a m t a "" "" d i d i "" "" s a v e d "" "" k k r "" "" f r o m "" "" f i n i s h i n g "" "" l a s t "" "" o n "" "" t h e "" "" p o i n t "" "" t a b l e "" "" b e s t c m "" "" i p l c a n c e l "" "" i p l 2 0 2 1 "" "" k h e l a h o b e"
1,"a n y w a y "" "" p l a y e r "" "" h e a l t h "" "" i s "" "" m u c h "" "" i m p o r t a n t "" "" t h a n "" "" o u r "" "" h a p p i n e s s "" "" i p l 2 0 2 1 "" "" c s k "" "" m i "" "" r c b "" "" p b k s "" "" r r "" "" s r h"
1,"i t "" "" a l l "" "" c o m e s "" "" o f "" "" l i k i n g "" "" h o n e y "" "" s o "" "" m u c h "" "" w i n n i e t h e p o o h "" "" r e a l "" "" l i f e "" "" w i n n i e "" "" t h e "" "" p o o h "" "" a t t a c k i n g "" "" c o o p e r s v i l l e "" "" h o n e y"
1,"t h e "" "" w i n "" "" o v e r "" "" p u n j a b k i n g s "" "" h e l p e d "" "" d e l h i c a p i t a l s "" "" m o v e "" "" t o "" "" t h e "" "" t o p "" "" o f "" "" i p l 2 0 2 1 "" "" s t a n d i n g s "" "" p b k s v d c "" "" p b k s v s d c "" "" i p l"
0,"p i o n e e r e d i t "" "" f i n a l l y "" "" c o v i d 1 9 "" "" h a s "" "" b r e a c h e d "" "" t h e "" "" i p l "" "" f r a n c h i s e s "" "" s a f e "" "" a n d "" "" s e c u r e "" "" b i o b u b b l e "" "" v a r u n c h a k r a v a r t h y"
1,"b o s s "" "" v i k r a n t r o n a "" "" v i r a t k o h l i "" "" v i k r a n t r o n a o n a u g 1 9 "" "" v i k r a n t r o n a a n n o u n c e m e n t "" "" k o t i g o b b a 3 "" "" w o r l d g e t s a n e w h e r o"
1,"r c b t w e e t s "" "" r c b t w e e t s "" "" i m v k o h l i "" "" g m a x i "" "" 3 2 "" "" a b d e v i l l i e r s 1 7 "" "" w e r "" "" c a n "" "" i "" "" g e t "" "" t h e "" "" r c b "" "" f u l l "" "" s l e e v e "" "" j e r s e y"
1,"s r h "" "" l a s t "" "" m a t c h "" "" w a s "" "" a g a i n s t "" "" r r "" "" o n "" "" m a y "" "" 2 n d"
0,"f a v o u r i t e "" "" s o n g "" "" i p l p o s t p o n e d "" "" i p l 2 0 2 1 "" "" k a v y a m a r a n "" "" s r h"
1,"w e "" "" a r e "" "" l o o k i n g "" "" f o r "" "" a "" "" b u y e r "" "" o n "" "" 4 8 7 0 "" "" l u m "" "" r o a d "" "" a r c a d i a t w p "" "" m i "" "" r e a l e s t a t e"
1,"o n "" "" t h i s "" "" d a y "" "" i n "" "" 2 0 1 8 "" "" m s d h o n i "" "" m s d h o n i "" "" c s k "" "" w h i s t l e p o d u"
1,"t h i s "" "" h o w "" "" w e l l "" "" i "" "" w a s "" "" p e r f o r m i n g "" "" i n "" "" t h e "" "" t h e "" "" i p l 2 0 2 1 "" "" p r e d i c t i o n s "" "" c o m p e t i t i o n "" "" h e l d "" "" b y "" "" s u p e r b r u "" "" 1 "" "" t o p "" "" p o s i t i o n "" "" f r o m"
1,"n d t v "" "" a l s o "" "" a "" "" f a c e "" "" s a v e r "" "" f o r "" "" p u n j a b k i n g s"
1,"t h i s i s b r a r "" "" t h i s "" "" i s "" "" f o r "" "" y o u "" "" b r a r "" "" s a a b "" "" i s u p p o r t f a r m e r s "" "" p u n j a b k i n g s"
1,"t a k i n g "" "" y o u r "" "" r o b o t "" "" d o g "" "" f o r "" "" a "" "" w a l k "" "" b y "" "" e v a s m a r t a i "" "" a i "" "" i o t "" "" a r t i f i c i a l i n t e l l i g e n c e "" "" m i "" "" i n t e r n e t o f t h i n g s "" "" r o b o t i c s"
1,"g o d "" "" s a w "" "" r c b "" "" p e r f o m e d "" "" w e l l "" "" s o "" "" h e "" "" e n t e r e d "" "" r e f r e s h e d "" "" b u t t o n "" "" r c b "" "" b c c i"
1,"g a l i "" "" g a l i "" "" t e r i "" "" l a u "" "" j a l i "" "" j i y o "" "" r e y "" "" h e a d "" "" t o "" "" o u r "" "" i n s t a g r a m "" "" s t o r i e s "" "" t o "" "" k e e p "" "" t h i s "" "" a s "" "" y o u r "" "" w a l l p a p e r "" "" a m b a t i r a y u d u"
1,"r t "" "" c r i c 9 9 0 0 "" "" f a s t e s t "" "" b a l l s "" "" b o w l e d "" "" i n "" "" i p l "" "" 2 0 2 1 "" "" k a g i s o r a b a d a "" "" c h r i s j o r d a n "" "" d e l h i c a p i t a l s "" "" p u n j a b k i n g s "" "" d c "" "" p b k s "" "" p b k s v d c "" "" p b k s v s d c "" "" f a s t e s"
1,"r t "" "" a p p u b o s s a d d a f c "" "" a p p u b o s s q u o t e s "" "" h a p p y "" "" p e o p l e "" "" d o n t "" "" s h o w "" "" o f f "" "" t a l k "" "" l e s s "" "" l e a r n "" "" d a i l y "" "" h e l p "" "" o t h e r s "" "" l a u g h "" "" m o r e "" "" i g n o r e "" "" d r a m a"
1,"h a v e "" "" t o "" "" r e s p e c t "" "" a n d "" "" l o v e "" "" m i "" "" f o r "" "" t h i s "" "" i p l 2 0 2 1"
1,"e x c i t e d "" "" t o "" "" s h a r e "" "" t h e "" "" l a t e s t "" "" a d d i t i o n "" "" t o "" "" m y "" "" e t s y "" "" s h o p "" "" v i n t a g e "" "" p a n s y "" "" b r o o c h "" "" n u n e z "" "" o r i g i n a l "" "" m e x i c o "" "" s t e r l i n g "" "" f l o w e r "" "" f"
1,"p a p a m "" "" m i "" "" b o w l e r s "" "" 3 d "" "" a n n a "" "" m a s s"
1,"a m y "" "" a n d r e w s "" "" c u r t i s "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" t h e "" "" l i s t i n g "" "" a t "" "" 0 "" "" n "" "" r i v e r "" "" r o a d "" "" c l y d e t w p "" "" m i "" "" r e a l e s t a t e"
1,"g e r r y "" "" n i c h o l s "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" t h e "" "" l i s t i n g "" "" a t "" "" 1 2 8 6 3 "" "" u p t o n "" "" r o a d "" "" b a t h "" "" m i "" "" r e a l e s t a t e"
1,"w e "" "" a r e "" "" l o o k i n g "" "" f o r "" "" a "" "" b u y e r "" "" o n "" "" 1 0 5 9 7 "" "" l e w i s "" "" a v e "" "" t e m p e r a n c e "" "" m i "" "" r e a l e s t a t e"
1,"t o d a y "" "" p l a y i n g "" "" x l "" "" r u t t u "" "" f a f "" "" m o e e n "" "" r a i n a "" "" r a y u d u "" "" m s d "" "" c "" "" a m p "" "" w k "" "" j a d d u "" "" s a m "" "" r e d d y "" "" d e e p a k "" "" b e h r e n d o r f f "" "" c s k "" "" e l e c t e d "" "" t o "" "" b a t"
0,"i p l 2 0 2 1 "" "" t w o "" "" b o o k i e s "" "" a r r e s t e d "" "" f o r "" "" u s i n g "" "" f a k i n g "" "" a c c r e d i t a t i o n "" "" c a r d s "" "" t o "" "" e n t e r "" "" t h e "" "" s t a d i u m "" "" d u r i n g "" "" t h e "" "" i p l "" "" 2 0 2 1 "" "" m a t c h"
1,"w e "" "" a r e "" "" l o o k i n g "" "" f o r "" "" a "" "" b u y e r "" "" o n "" "" 1 2 1 6 "" "" p a u l "" "" b l v d "" "" o r i o n t w p "" "" m i "" "" r e a l e s t a t e"
1,"r t "" "" c r i c w i c k "" "" r a h u l "" "" w i l l "" "" b e "" "" a b l e "" "" t o "" "" r e "" "" s t a r t "" "" a l l "" "" a c t i v i t y "" "" a f t e r "" "" a "" "" w e e k "" "" r e s t "" "" i p l 2 0 2 1 "" "" p u n j a b k i n g s"
1,"j e e v a n 6 7 5 2 6 3 4 2 "" "" s h w e t h a 0 8 1 1 "" "" n e x t "" "" s a l a a "" "" c u p "" "" n a m d e "" "" r c b "" "" p l a y b o l d "" "" i m v k o h l i"
1,"a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" d i l c h i l l e r "" "" a m u l k o o l "" "" c h i l l y o u r d i l "" "" s r h"
1,"r t "" "" c h l o e a m a n d a b "" "" f o r "" "" s u r e "" "" n e x t "" "" t i m e "" "" r c b"
1,"r t "" "" b i b h u 2 3 7 "" "" d e a r "" "" f a f "" "" h o p e f u l l y "" "" a n o t h e r "" "" 3 "" "" y r s "" "" w i t h "" "" o u r "" "" f a v "" "" c h e n n a i i p l "" "" f a m i l y "" "" i t "" "" b e e n "" "" a "" "" d e c a d e "" "" s i n c e "" "" y o u "" "" a r e "" "" p a r t "" "" o f "" "" c s k "" "" f a m i l y"
1,"r t "" "" c r i c u n i v e r s e "" "" t o p "" "" 3 "" "" m a t c h e s "" "" o f "" "" i p l "" "" 2 0 2 1 "" "" d o "" "" y o u "" "" a g r e e "" "" w h i c h "" "" o n e "" "" w a s "" "" y o u r "" "" f a v o u r i t e "" "" m a t c h "" "" d c "" "" v s "" "" s r h "" "" w a s "" "" t h e "" "" s u p e r "" "" o v e r "" "" g a m e "" "" b u t "" "" n o t"
1,"r t "" "" r a m k a r v j 9 5 "" "" r a m a "" "" i m r a i n a "" "" m i s s "" "" u "" "" m r "" "" i p l "" "" c s k "" "" 3 0 0 0"
1,"w a s "" "" s r i l a n k a "" "" a n d "" "" m a l v a d i s "" "" i s "" "" r i g h t "" "" p l a c e "" "" t o "" "" o r g a n i z e "" "" i p l 2 0 2 1 "" "" b c c i "" "" i p l "" "" c s k "" "" r c b "" "" d e l h i c a p i t a l s"
1,"b e n c h "" "" t a l e s "" "" a "" "" m u s i c a l "" "" s h o r t "" "" f i l m "" "" m u s t "" "" w a t c h "" "" s a r k a r u v a a r i p a t a "" "" t e l a n g a n a"
0,"i p l "" "" 2 0 2 1 "" "" s u s p e n d e d "" "" i n d e f i n i t e l y "" "" c o m m e n t "" "" y o u r "" "" v i e w s "" "" o n "" "" h o w "" "" d o "" "" y o u "" "" t h i n k "" "" b c c i "" "" c o u l d "" "" g o "" "" a b o u t "" "" i t "" "" i p l s u s p e n d e d"
0,"m o e e n "" "" a l i "" "" i s "" "" a "" "" v e r y "" "" c h i l l e d "" "" o u t "" "" a n d "" "" r e l a x e d "" "" p e r s o n "" "" i "" "" s e e "" "" s h a d e s "" "" o f "" "" s a e e d "" "" a n w a r "" "" i n "" "" h i s "" "" b a t t i n g "" "" h e "" "" n e v e r "" "" s e e m s "" "" u n d"
0,"r t "" "" r o h i t t v "" "" 4 5 "" "" t o m m o r o w "" "" c s k "" "" v s "" "" r r "" "" i n "" "" i p l 2 0 2 1 "" "" o n "" "" m a y "" "" 5 t h "" "" h a s "" "" b e e n "" "" r e s c h e d u l e d"
0,"i p l "" "" 2 0 2 1 "" "" h a s "" "" b e e n "" "" s u s p e n d e d "" "" i n d e f i n i t e l y "" "" d u e "" "" t o "" "" c o v i d "" "" 1 9 "" "" b u t "" "" o u r "" "" l o v e "" "" i s "" "" n o t "" "" s u s p e n d e d "" "" f o r "" "" c h e n n a i "" "" s u p e r "" "" k i n g"
1,"r t "" "" s u g a r b o x n "" "" e n j o y "" "" t 2 0 "" "" w i t h "" "" s u g a r b o x "" "" c h o o s e "" "" y o u r "" "" f a v o u r i t e "" "" m o v i e "" "" c h a r a c t e r "" "" t o "" "" w a t c h "" "" y o u r "" "" m a t c h e s "" "" w i t h "" "" c o m m e n t "" "" t h e m "" "" d o w n "" "" b e l o w "" "" s u g a r"
0,"j u s t a s k i n g "" "" i f "" "" i p l 2 0 2 1 "" "" s u s p e n d e d "" "" f o r "" "" t h i s "" "" y e a r "" "" i f "" "" t h e y "" "" d e c i d e d "" "" t o "" "" g i v e "" "" t h e "" "" c u p "" "" t h e n "" "" w h i c h "" "" t e a m "" "" d e s e r v e s "" "" t o "" "" l i"
1,"r t "" "" a n j a l i "" "" v k "" "" 1 8 "" "" 1 7 6 "" "" f o l l o w e r s "" "" i n "" "" a "" "" d a y "" "" t h a n k y o u "" "" s o "" "" m u c h "" "" g u y s "" "" f o r "" "" a "" "" l o t "" "" o f "" "" l o v e "" "" a n d "" "" s u p p o r t "" "" r c b "" "" a n j a l i a n s"
1,"h e r e "" "" i s "" "" h o w "" "" t h e "" "" c r i c k e t "" "" f r a t e r n i t y "" "" r e a c t e d "" "" t o "" "" i p l "" "" 2 0 2 1 "" "" p o s t p o n e m e n t "" "" v i r a t k o h l i "" "" m s d h o n i "" "" s a c h i n t e n d u l k a r"
1,"t h a n k "" "" y o u "" "" r r "" "" f o r "" "" g i v i n g "" "" h a p p i n e s s "" "" a n d "" "" e n t e r t a i n m e n t "" "" i n "" "" t h i s "" "" t o u g h "" "" t i m e s "" "" h o p e "" "" w e "" "" w i l l "" "" c o n t i n u e "" "" t h i s "" "" f u n "" "" v e r y "" "" s o o n"
1,"r t "" "" h a r s h a l b a n g a r "" "" r c b "" "" t h i s "" "" w a s "" "" y o u r "" "" o n l y "" "" c h a n c e"
0,"w e d n e s d a y "" "" i p l 2 0 2 1 "" "" g a m e "" "" b e t w e e n "" "" r r "" "" a n d "" "" c s k "" "" i s "" "" o n "" "" t h e "" "" v e r g e "" "" o f "" "" b e i n g "" "" r e s c h e d u l e d "" "" a f t e r "" "" t h e "" "" s u p e r "" "" k i n g s "" "" i n f o r m e d"
1,"d u e "" "" t o "" "" s t o p "" "" i p l "" "" f a n "" "" w e e p i n g "" "" a p p e a r s "" "" n o w "" "" d o "" "" n o t "" "" k o n w "" "" w h e n "" "" i p l "" "" w i l l "" "" s t a r t "" "" v e r y "" "" v e r y "" "" s a d "" "" m s d "" "" g a m e d i g i h u b"
1,"r t "" "" s i l e n t a 6 1 0 3 9 3 0 3 "" "" w e "" "" a r e "" "" e m o t i o n a l l y "" "" a t t a c h e d "" "" w i t h "" "" d a v i d "" "" w a r n e r "" "" s i r "" "" y o u "" "" a r e "" "" t h e "" "" h e a r t "" "" a n d "" "" s o u l "" "" o f "" "" s r h "" "" n o w a r n e r n o s r h "" "" w a r n e r o r n o t h i n g"
0,"i n d i a n "" "" p o s t p o n e d "" "" l e a g u e "" "" d i g i t a l m a r k e t i n g b l o g "" "" m o m e t m a r k e t i n g "" "" t o p i c a l m a r k e t i n g "" "" c r e a t o r s p o t "" "" i p l 2 0 2 1"
0,"c s k "" "" v s "" "" r r "" "" m a t c h "" "" p o s t p o n e d "" "" a s "" "" c s k "" "" p l a y e r s "" "" w e r e "" "" i n "" "" a "" "" 6 "" "" d a y "" "" l o n g "" "" q u a r a n t i n e "" "" f o l l o w e d "" "" b y "" "" t h e i r "" "" b o w l i n g "" "" c o a c h "" "" l "" "" b a l a j i"
0,"i f "" "" y o u "" "" a r e "" "" d a d "" "" i a m "" "" y o u r "" "" d a d "" "" c s k "" "" m s d h o n i "" "" m a h i "" "" c s k v m i "" "" m i "" "" c h e n n a i s u p e r k i n g s "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d "" "" m s d h o n i"
1,"m i u i "" "" 1 3 "" "" e x p e c t e d "" "" t o "" "" l a u n c h "" "" i n "" "" j u n e "" "" r e f e r e n c e "" "" r e l e a s e "" "" t i m e "" "" i s "" "" 1 3 "" "" 2 5 t h "" "" j u n e "" "" n o t "" "" c o n f i r m e d "" "" i n "" "" c h i n a "" "" w a i t "" "" f o r "" "" o f f"
1,"r t "" "" s r i k r i s h n a 0 7 "" "" r b c "" "" f u l l "" "" f o r m "" "" c h a p p a r a "" "" y e v a r i n a "" "" r c b"
1,"r t "" "" c o m e o n c r i c k e t "" "" g e t "" "" y o u r "" "" m o n e y "" "" b a c k "" "" a s "" "" a "" "" f r e e "" "" b e t "" "" o n "" "" y o u r "" "" f i r s t "" "" l o s i n g "" "" b e t "" "" d u r i n g "" "" t h e "" "" i p l 2 0 2 1 "" "" m i "" "" c s k"
1,"r t "" "" k a v i y a m a r a n 2 0 2 1 "" "" b r i n g b a c k w a r n e r "" "" n o w a r n e r n o s r h "" "" i "" "" w o u l d "" "" l i k e "" "" t o "" "" c o n v e y "" "" t h a t "" "" d a v i d "" "" w a r n e r "" "" w i l l "" "" b e "" "" p l a y i n g "" "" f r o m "" "" n e x t "" "" m a t c h "" "" f u r t h e r "" "" i "" "" c"
1,"r t "" "" r u n m a c h i n e v k "" "" 1 8 "" "" m a x i i "" "" i n "" "" n a g s "" "" i n t e r v i e w "" "" i "" "" c h o o s e "" "" v i r a t "" "" o v e r "" "" a b d "" "" a s "" "" m y "" "" i d o l "" "" i "" "" h a v e "" "" l e a r n t "" "" a b s o l u t e l y "" "" n o t h i n g "" "" f r o m "" "" p u n j a b "" "" r c"
1,"r t "" "" s p e k t a c o m "" "" c a n "" "" y o u "" "" g u e s s "" "" t h e "" "" p l a y e r "" "" w h o "" "" s c o r e d "" "" t h i s "" "" k n o c k "" "" i n "" "" a n "" "" e p i c "" "" t i e d "" "" g a m e "" "" s p e k t a l k "" "" c r i c k e t "" "" i p l 2 0 2 1 "" "" s a d d a p u n j a b "" "" y e h h a i n a y"
1,"l e t "" "" g o "" "" s t r a i g h t "" "" s h o u l d "" "" w a r n e r "" "" p l a y "" "" f o r "" "" s u n r i s e r s "" "" f r o m "" "" t h e "" "" n e x t "" "" s e a s o n "" "" s u n r i s e r s "" "" d a v i d w a r n e r 3 1"
1,"r t "" "" c r i c f i t "" "" v e r y "" "" s a d d e i n g "" "" t o "" "" s e e "" "" w a r n e r "" "" l i k e "" "" t h i s "" "" s r h "" "" i p l 2 0 2 1 "" "" c r i c f i t"
1,"r t "" "" g o d y t h e p y t h o n 2 1 "" "" a l l s e a s o n s i n d i a "" "" p u n j a b k i n g s i p l "" "" i t "" "" n o n e "" "" o t h e r "" "" t h a n "" "" p b k s "" "" k l "" "" a s s y "" "" s k i p p e r "" "" k l "" "" r a h u l "" "" k l "" "" r a h u l "" "" s c o r e d "" "" 1 3 2 "" "" a g a i n s t"
1,"r t "" "" v a m o s r c b "" "" t h i s "" "" r c b"
1,"r t "" "" m i t a m i l f c "" "" m a t c h "" "" d a y "" "" s r h v m i "" "" m i "" "" m i p a l t a n "" "" i m r o 4 5"
1,"r t "" "" t e n t a r a n s p o r t s "" "" u n b e a t e n "" "" i n "" "" 9 9 "" "" i n "" "" i p l "" "" d e l h i c a p i t a l s "" "" d c "" "" y e h h a i n a y i d i l l i "" "" d c o n t h e p i t c h "" "" p u n j a b k i n g s "" "" s a d d a p u n j a b "" "" p b k s "" "" d c v p b k s "" "" p"
1,"p o w e r "" "" o f "" "" c s k "" "" o n c e "" "" a "" "" k i n g "" "" a l w a y s "" "" a "" "" k i n g "" "" c h e n n a i i p l"
1,"h e a r t "" "" g o e s "" "" o u t "" "" f o r "" "" r c b "" "" r o y a l c h a l l e n g e r s b a n g a l o r e "" "" r c b "" "" v i r a t a n u s h k a "" "" v i r a t k o h l i f a n p a g e "" "" v i r a t i a n s"
1,"r t "" "" k i r a n "" "" r e d d y "" "" k "" "" t o m o r r o w "" "" m a t c h "" "" b e t w e e n "" "" s r h "" "" a n d "" "" m i "" "" w i l l "" "" g o "" "" o n "" "" a s "" "" p e r "" "" s c h e d u l e "" "" i p l 2 0 2 1"
1,"i "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" m y "" "" l i s t i n g "" "" a t "" "" c h i p p e w a "" "" h i g h w a y "" "" b e a r l a k e "" "" m i "" "" r e a l e s t a t e"
